source,source_id,paper_title,batch_number
arxiv,2504.17332v1,Bridging Cognition and Emotion Empathy-Driven Multimodal Misinformation   Detection,3
arxiv,2504.21239v1,Memorization and Knowledge Injection in Gated LLMs,3
arxiv,2504.09130v1,VisuoThink Empowering LVLM Reasoning with Multimodal Tree Search,3
arxiv,2405.08562v1,The Unseen Targets of Hate -- A Systematic Review of Hateful   Communication Datasets,3
arxiv,2407.02030v1,"Breaking Bias, Building Bridges Evaluation and Mitigation of Social   Biases in LLMs via Contact Hypothesis",3
arxiv,2405.08839v1,PromptMind Team at EHRSQL-2024 Improving Reliability of SQL Generation   using Ensemble LLMs,3
arxiv,2412.03801v1,Agent AI with LangGraph A Modular Framework for Enhancing Machine   Translation Using Large Language Models,3
arxiv,2311.07066v1,Context Consistency between Training and Testing in Simultaneous Machine   Translation,3
arxiv,2412.08905v1,Phi-4 Technical Report,3
arxiv,2507.01872v1,DIY-MKG An LLM-Based Polyglot Language Learning System,3
arxiv,2406.14497v2,CodeRAG-Bench Can Retrieval Augment Code Generation,3
arxiv,2311.09836v1,PELMS Pre-training for Effective Low-Shot Multi-Document Summarization,3
arxiv,2405.07863v3,RLHF Workflow From Reward Modeling to Online RLHF,3
arxiv,2405.13016v1,The Evolution of Darija Open Dataset Introducing Version 2,3
arxiv,2504.15987v1,Few-shot Hate Speech Detection Based on the MindSpore Framework,3
arxiv,2506.11930v1,Feedback Friction LLMs Struggle to Fully Incorporate External Feedback,3
arxiv,2506.11004v1,Developing a Dyslexia Indicator Using Eye Tracking,3
arxiv,2311.09993v1,Generative AI for Hate Speech Detection Evaluation and Findings,3
arxiv,2406.17566v1,FrenchToxicityPrompts a Large Benchmark for Evaluating and Mitigating   Toxicity in French Texts,3
arxiv,2506.15480v1,Context-Informed Grounding Supervision,3
arxiv,2301.01456v1,Audio-Visual Efficient Conformer for Robust Speech Recognition,3
arxiv,2505.00570v2,FreqKV Frequency Domain Key-Value Compression for Efficient Context   Window Extension,3
arxiv,2507.04468v1,Dual Modality-Aware Gated Prompt Tuning for Few-Shot Multimodal Sarcasm   Detection,3
arxiv,2212.10879v1,Cross-Linguistic Syntactic Difference in Multilingual BERT How Good is   It and How Does It Affect Transfer,3
arxiv,2309.09949v1,How to Generate Popular Post Headlines on Social Media,3
arxiv,2405.12119v1,Reindex-Then-Adapt Improving Large Language Models for Conversational   Recommendation,3
arxiv,2212.11685v2,Text Generation with Diffusion Language Models A Pre-training Approach   with Continuous Paragraph Denoise,3
arxiv,2408.02253v2,Advancing Post-OCR Correction A Comparative Study of Synthetic Data,3
arxiv,2506.18880v1,"OMEGA Can LLMs Reason Outside the Box in Math Evaluating Exploratory,   Compositional, and Transformative Generalization",3
arxiv,2505.13032v1,"MMAR A Challenging Benchmark for Deep Reasoning in Speech, Audio,   Music, and Their Mix",3
arxiv,2306.13797v1,An analysis of vaccine-related sentiments from development to deployment   of COVID-19 vaccines,3
arxiv,2407.19669v2,mGTE Generalized Long-Context Text Representation and Reranking Models   for Multilingual Text Retrieval,3
arxiv,2407.18129v2,Dallah A Dialect-Aware Multimodal Large Language Model for Arabic,3
arxiv,2506.03690v1,Robust Preference Optimization via Dynamic Target Margins,3
arxiv,2307.00729v1,An End-to-End Multi-Module Audio Deepfake Generation System for ADD   Challenge 2023,3
arxiv,2407.01219v1,Searching for Best Practices in Retrieval-Augmented Generation,3
arxiv,2409.05021v1,Vision-fused Attack Advancing Aggressive and Stealthy Adversarial Text   against Neural Machine Translation,3
arxiv,2311.09603v4,Self-Contradictory Reasoning Evaluation and Detection,3
arxiv,2501.12557v1,Understanding the LLM-ification of CHI Unpacking the Impact of LLMs at   CHI through a Systematic Literature Review,3
arxiv,2503.04787v1,Towards Anthropomorphic Conversational AI Part I A Practical Framework,4
arxiv,2505.24105v1,Training LLMs for EHR-Based Reasoning Tasks via Reinforcement Learning,4
arxiv,2303.11192v2,Multimodal Shannon Game with Images,4
arxiv,2504.19982v1,TD-EVAL Revisiting Task-Oriented Dialogue Evaluation by Combining   Turn-Level Precision with Dialogue-Level Comparisons,4
arxiv,2407.05721v3,PsycoLLM Enhancing LLM for Psychological Understanding and Evaluation,4
arxiv,2310.09044v1,KCTS Knowledge-Constrained Tree Search Decoding with Token-Level   Hallucination Detection,4
arxiv,2507.01541v1,Efficient Out-of-Scope Detection in Dialogue Systems via   Uncertainty-Driven LLM Routing,4
arxiv,2506.22049v2,GPAS Accelerating Convergence of LLM Pretraining via   Gradient-Preserving Activation Scaling,4
arxiv,2411.15999v1,Multi-ToM Evaluating Multilingual Theory of Mind Capabilities in Large   Language Models,4
arxiv,2506.02096v1,SynthRL Scaling Visual Reasoning with Verifiable Data Synthesis,4
arxiv,2407.17773v3,KiVA Kid-inspired Visual Analogies for Testing Large Multimodal Models,4
arxiv,2505.01944v1,Explainability by design an experimental analysis of the legal coding   process,4
arxiv,2304.03512v3,Hierarchical Catalogue Generation for Literature Review A Benchmark,4
arxiv,2312.08846v4,TiMix Text-aware Image Mixing for Effective Vision-Language   Pre-training,4
arxiv,2311.08702v1,Debate Helps Supervise Unreliable Experts,4
arxiv,2504.17052v1,Do Words Reflect Beliefs Evaluating Belief Depth in Large Language   Models,4
arxiv,2407.04752v3,SpikeLLM Scaling up Spiking Neural Network to Large Language Models via   Saliency-based Spiking,4
arxiv,2304.04187v3,Similarity-Aware Multimodal Prompt Learning for Fake News Detection,4
arxiv,2505.12938v2,Leveraging LLM Inconsistency to Boost Pass@k Performance,4
arxiv,2312.09241v1,TinyGSM achieving 80% on GSM8k with small language models,4
arxiv,2503.04957v1,SafeArena Evaluating the Safety of Autonomous Web Agents,4
arxiv,2505.17471v1,FinRAGBench-V A Benchmark for Multimodal RAG with Visual Citation in   the Financial Domain,4
arxiv,2407.20657v2,Prompt-Driven Contrastive Learning for Transferable Adversarial Attacks,4
arxiv,2502.19830v2,Revisiting Self-Consistency from Dynamic Distributional Alignment   Perspective on Answer Aggregation,4
arxiv,2303.07678v2,Query2doc Query Expansion with Large Language Models,4
arxiv,2303.13408v2,"Paraphrasing evades detectors of AI-generated text, but retrieval is an   effective defense",4
arxiv,2506.06812v1,Advancing Question Generation with Joint Narrative and Difficulty   Control,4
arxiv,2506.03206v1,Out-of-Vocabulary Sampling Boosts Speculative Decoding,4
arxiv,2411.14257v2,Do I Know This Entity Knowledge Awareness and Hallucinations in   Language Models,4
arxiv,2312.04350v3,CLadder Assessing Causal Reasoning in Language Models,4
arxiv,2502.20992v1,Capability Localization Capabilities Can be Localized rather than   Individual Knowledge,4
arxiv,2309.08316v3,How to Handle Different Types of Out-of-Distribution Scenarios in   Computational Argumentation A Comprehensive and Fine-Grained Field Study,4
arxiv,2505.13491v1,ProdRev A DNN framework for empowering customers using generative   pre-trained transformers,4
arxiv,2302.12979v1,Jointly Optimizing Translations and Speech Timing to Improve Isochrony   in Automatic Dubbing,4
arxiv,2311.08719v1,Think-in-Memory Recalling and Post-thinking Enable LLMs with Long-Term   Memory,4
arxiv,2312.07868v1,Graph vs. Sequence An Empirical Study on Knowledge Forms for   Knowledge-Grounded Dialogue,4
arxiv,2505.09659v1,LAS Loss-less ANN-SNN Conversion for Fully Spike-Driven Large Language   Models,4
arxiv,2310.15372v2,EpiK-Eval Evaluation for Language Models as Epistemic Models,4
arxiv,2304.07327v2,OpenAssistant Conversations -- Democratizing Large Language Model   Alignment,4
arxiv,2505.20309v1,Guiding Giants Lightweight Controllers for Weighted Activation Steering   in LLMs,4
arxiv,2308.01681v3,NBIAS A Natural Language Processing Framework for Bias Identification   in Text,4
arxiv,2411.18990v1,USTCCTSU at SemEval-2024 Task 1 Reducing Anisotropy for Cross-lingual   Semantic Textual Relatedness Task,4
arxiv,2304.10295v1,Decouple Non-parametric Knowledge Distillation For End-to-end Speech   Translation,4
arxiv,2501.10639v3,Latent-space adversarial training with post-aware calibration for   defending large language models against jailbreak attacks,4
arxiv,2308.14536v2,Spoken Language Intelligence of Large Language Models for Language   Learning,4
arxiv,2304.04590v1,LADER Log-Augmented DEnse Retrieval for Biomedical Literature Search,4
arxiv,2502.00602v2,Mitigating Heterogeneous Token Overfitting in LLM Knowledge Editing,4
arxiv,2506.07064v1,Com$^2$ A Causal-Guided Benchmark for Exploring Complex Commonsense   Reasoning in Large Language Models,4
arxiv,2507.00246v1,EfficientXLang Towards Improving Token Efficiency Through Cross-Lingual   Reasoning,4
arxiv,2505.17110v1,Multi-Modality Expansion and Retention for LLMs through Parameter   Merging and Decoupling,4
arxiv,2505.14178v1,Tokenization Constraints in LLMs A Study of Symbolic and Arithmetic   Reasoning Limits,4
arxiv,2503.22954v1,Can LLMs Support Medical Knowledge Imputation An Evaluation-Based   Perspective,4
arxiv,2504.21659v2,Ada-R1 Hybrid-CoT via Bi-Level Adaptive Reasoning Optimization,4
arxiv,2309.08210v1,Investigating Answerability of LLMs for Long-Form Question Answering,4
arxiv,2504.01018v1,Self-Routing RAG Binding Selective Retrieval with Knowledge   Verbalization,4
arxiv,2304.03279v4,Do the Rewards Justify the Means Measuring Trade-Offs Between Rewards   and Ethical Behavior in the MACHIAVELLI Benchmark,4
arxiv,2506.03524v2,Seed-Coder Let the Code Model Curate Data for Itself,4
arxiv,2502.03382v2,High-Fidelity Simultaneous Speech-To-Speech Translation,4
arxiv,2303.16755v3,Training Language Models with Language Feedback at Scale,4
arxiv,2504.12682v1,WebLists Extracting Structured Information From Complex Interactive   Websites Using Executable LLM Agents,4
arxiv,2304.06767v4,RAFT Reward rAnked FineTuning for Generative Foundation Model Alignment,4
arxiv,2503.23163v1,The realization of tones in spontaneous spoken Taiwan Mandarin a   corpus-based survey and theory-driven computational modeling,4
arxiv,2505.00662v1,DeepCritic Deliberate Critique with Large Language Models,4
arxiv,2502.18583v1,What are Foundation Models Cooking in the Post-Soviet World,4
arxiv,2505.17598v1,One Model Transfer to All On Robust Jailbreak Prompts Generation   against LLMs,4
arxiv,2503.24376v1,Exploring the Effect of Reinforcement Learning on Video Understanding   Insights from SEED-Bench-R1,4
arxiv,2505.20959v1,Research Community Perspectives on Intelligence and Large Language   Models,4
arxiv,2411.18294v1,Aligning Pre-trained Models for Spoken Language Translation,4
arxiv,2307.08260v1,Extending the Frontier of ChatGPT Code Generation and Debugging,4
arxiv,2507.05660v1,TuneShield Mitigating Toxicity in Conversational AI while Fine-tuning   on Untrusted Data,4
arxiv,2309.07462v2,Are Large Language Model-based Evaluators the Solution to Scaling Up   Multilingual Evaluation,4
arxiv,2411.06790v2,Large-scale moral machine experiment on large language models,4
arxiv,2501.14002v3,"Advancing Mathematical Reasoning in Language Models The Impact of   Problem-Solving Data, Data Synthesis Methods, and Training Stages",4
arxiv,2312.00407v1,CoLLiE Collaborative Training of Large Language Models in an Efficient   Way,4
arxiv,2303.03948v1,A Meta-Evaluation of Faithfulness Metrics for Long-Form Hospital-Course   Summarization,4
arxiv,2408.00655v5,"SentenceVAE Enable Next-sentence Prediction for Large Language Models   with Faster Speed, Higher Accuracy and Longer Context",4
arxiv,2501.06785v1,3DCoMPaT200 Language-Grounded Compositional Understanding of Parts and   Materials of 3D Shapes,4
arxiv,2408.03290v1,SARA Singular-Value Based Adaptive Low-Rank Adaption,4
arxiv,2501.13297v1,RAMQA A Unified Framework for Retrieval-Augmented Multi-Modal Question   Answering,4
arxiv,2309.07034v2,"Sensitivity, Performance, Robustness Deconstructing the Effect of   Sociodemographic Prompting",4
arxiv,2408.04671v1,Prompt and Prejudice,4
arxiv,2506.01347v1,The Surprising Effectiveness of Negative Reinforcement in LLM Reasoning,4
arxiv,2308.13191v2,"Chunk, Align, Select A Simple Long-sequence Processing Method for   Transformers",4
arxiv,2310.13011v2,Compositional preference models for aligning LMs,4
arxiv,2505.03501v1,BadLingual A Novel Lingual-Backdoor Attack against Large Language   Models,4
arxiv,2311.09677v3,R-Tuning Instructing Large Language Models to Say `I Don't Know',4
arxiv,2505.06698v2,From Rankings to Insights Evaluation Should Shift Focus from   Leaderboard to Feedback,4
arxiv,2501.18362v3,MedXpertQA Benchmarking Expert-Level Medical Reasoning and   Understanding,4
arxiv,2307.10666v1,A Dataset and Strong Baselines for Classification of Czech News Texts,4
arxiv,2310.18538v1,Evaluating Cross-Domain Text-to-SQL Models and Benchmarks,4
arxiv,2502.05887v1,MTPChat A Multimodal Time-Aware Persona Dataset for Conversational   Agents,4
arxiv,2501.12243v1,FOCUS First Order Concentrated Updating Scheme,4
arxiv,2502.17380v3,Low-Rank and Sparse Model Merging for Multi-Lingual Speech Recognition   and Translation,4
arxiv,2407.19302v1,IBMEA Exploring Variational Information Bottleneck for Multi-modal   Entity Alignment,4
arxiv,2311.06694v3,Which One Leveraging Context Between Objects and Multiple Views for   Language Grounding,4
arxiv,2502.03945v1,Afrispeech-Dialog A Benchmark Dataset for Spontaneous English   Conversations in Healthcare and Beyond,4
arxiv,2505.11140v1,Scaling Reasoning can Improve Factuality in Large Language Models,4
arxiv,2407.11855v1,Scaling Sign Language Translation,4
arxiv,2407.16205v6,LLMs can be Dangerous Reasoners Analyzing-based Jailbreak Attack on   Large Language Models,4
arxiv,2506.02041v1,Enhancing Multimodal Continual Instruction Tuning with BranchLoRA,4
arxiv,2312.10638v2,HyperPIE Hyperparameter Information Extraction from Scientific   Publications,4
arxiv,2407.06324v1,B'MOJO Hybrid State Space Realizations of Foundation Models with   Eidetic and Fading Memory,4
arxiv,2303.15682v1,Pre-training Transformers for Knowledge Graph Completion,4
arxiv,2507.04416v1,RAT Bridging RNN Efficiency and Attention Accuracy in Language Modeling,4
arxiv,2407.03572v2,Core Robust Factual Precision with Informative Sub-Claim Identification,4
arxiv,2505.10202v1,VQ-Logits Compressing the Output Bottleneck of Large Language Models   via Vector Quantized Logits,4
arxiv,2311.00694v2,Unleashing the Creative Mind Language Model As Hierarchical Policy For   Improved Exploration on Challenging Problem Solving,4
arxiv,2506.14758v1,Reasoning with Exploration An Entropy Perspective,4
arxiv,2310.17233v1,EMMA-X An EM-like Multilingual Pre-training Algorithm for Cross-lingual   Representation Learning,4
arxiv,2310.08659v4,LoftQ LoRA-Fine-Tuning-Aware Quantization for Large Language Models,4
arxiv,2308.02463v5,Towards Generalist Foundation Model for Radiology by Leveraging   Web-scale 2D&3D Medical Data,4
arxiv,2505.24736v1,"Dyadosyncrasy, Idiosyncrasy and Demographic Factors in Turn-Taking",4
arxiv,2502.17591v2,Proactive Privacy Amnesia for Large Language Models Safeguarding PII   with Negligible Impact on Model Utility,4
arxiv,2311.03584v1,Dimensions of Online Conflict Towards Modeling Agonism,4
arxiv,2310.17284v1,Learning to Abstract with Nonparametric Variational Information   Bottleneck,4
arxiv,2310.06488v4,SpikeCLIP A Contrastive Language-Image Pretrained Spiking Neural   Network,4
arxiv,2311.09149v2,Temporal Knowledge Question Answering via Abstract Reasoning Induction,4
arxiv,2501.11873v2,Demons in the Detail On Implementing Load Balancing Loss for Training   Specialized Mixture-of-Expert Models,4
arxiv,2502.06855v2,Self-Supervised Prompt Optimization,4
arxiv,2506.00743v1,Assortment of Attention Heads Accelerating Federated PEFT with Head   Pruning and Strategic Client Selection,4
arxiv,2303.09395v1,Text-to-ECG 12-Lead Electrocardiogram Synthesis conditioned on Clinical   Text Reports,4
arxiv,2411.04965v1,BitNet a4.8 4-bit Activations for 1-bit LLMs,4
arxiv,2311.05661v3,Prompt Engineering a Prompt Engineer,4
arxiv,2407.09429v1,Open (Clinical) LLMs are Sensitive to Instruction Phrasings,4
arxiv,2302.04456v2,ERNIE-Music Text-to-Waveform Music Generation with Diffusion Models,4
arxiv,2504.07831v1,Deceptive Automated Interpretability Language Models Coordinating to   Fool Oversight Systems,4
arxiv,2408.03119v1,Evaluating the Translation Performance of Large Language Models Based on   Euas-20,4
arxiv,2503.01891v2,MMSciBench Benchmarking Language Models on Chinese Multimodal   Scientific Problems,4
arxiv,2505.11893v1,RLAP A Reinforcement Learning Enhanced Adaptive Planning Framework for   Multi-step NLP Task Solving,4
arxiv,2312.08901v3,Fewer is More Boosting LLM Reasoning with Reinforced Context Pruning,4
arxiv,2505.19598v2,Evaluating Robustness of Large Audio Language Models to Audio Injection   An Empirical Study,4
arxiv,2505.07409v1,Computational Fact-Checking of Online Discourse Scoring scientific   accuracy in climate change related news articles,4
arxiv,2302.07994v1,Ã€-la-carte Prompt Tuning (APT) Combining Distinct Data Via Composable   Prompting,4
arxiv,2503.19800v1,SemEval-2025 Task 9 The Food Hazard Detection Challenge,4
arxiv,2411.05050v1,Selecting Between BERT and GPT for Text Classification in Political   Science Research,4
arxiv,2506.01115v2,"Attention Retrieves, MLP Memorizes Disentangling Trainable Components   in the Transformer",4
arxiv,2506.05227v1,Improving Low-Resource Morphological Inflection via Self-Supervised   Objectives,4
arxiv,2302.07739v1,Meta-Learning Triplet Network with Adaptive Margins for Few-Shot Named   Entity Recognition,4
arxiv,2407.21018v3,ThinK Thinner Key Cache by Query-Driven Pruning,4
arxiv,2310.06692v3,Generalizable Chain-of-Thought Prompting in Mixed-task Scenarios with   Large Language Models,4
arxiv,2312.11296v1,From Generalized Laughter to Personalized Chuckles Unleashing the Power   of Data Fusion in Subjective Humor Detection,4
arxiv,2505.18102v1,How Can I Publish My LLM Benchmark Without Giving the True Answers Away,4
arxiv,2506.21682v1,Do We Really Need GNNs with Explicit Structural Modeling MLPs Suffice   for Language Model Representations,4
arxiv,2505.20633v1,Test-Time Learning for Large Language Models,4
arxiv,2505.16022v1,NOVER Incentive Training for Language Models via Verifier-Free   Reinforcement Learning,4
arxiv,2506.11515v1,Manager Aggregating Insights from Unimodal Experts in Two-Tower VLMs   and MLLMs,4
arxiv,2507.08191v1,Overview of the TREC 2021 deep learning track,4
arxiv,2505.14685v1,Language Models use Lookbacks to Track Beliefs,4
arxiv,2505.21600v1,R2R Efficiently Navigating Divergent Reasoning Paths with Small-Large   Model Token Routing,4
arxiv,2312.04556v2,Large Language Models for Mathematicians,4
arxiv,2502.01210v2,Phonetic accommodation and inhibition in a dynamic neural field model,4
arxiv,2411.17993v4,DRS Deep Question Reformulation With Structured Output,4
arxiv,2303.07665v1,RenewNAT Renewing Potential Translation for Non-Autoregressive   Transformer,4
arxiv,2407.10795v1,Multilingual Contrastive Decoding via Language-Agnostic Layers Skipping,4
arxiv,2502.01083v1,Tool Unlearning for Tool-Augmented LLMs,4
arxiv,2505.16995v1,DecoupledESC Enhancing Emotional Support Generation via   Strategy-Response Decoupled Preference Optimization,4
arxiv,2505.15607v1,From Problem-Solving to Teaching Problem-Solving Aligning LLMs with   Pedagogy using Reinforcement Learning,4
arxiv,2505.17427v2,T$^2$ An Adaptive Test-Time Scaling Strategy for Contextual Question   Answering,4
arxiv,2505.24778v2,Revisiting Epistemic Markers in Confidence Estimation Can Markers   Accurately Reflect Large Language Models' Uncertainty,4
arxiv,2506.02264v1,CoDial Interpretable Task-Oriented Dialogue Systems Through Dialogue   Flow Alignment,4
arxiv,2304.04358v1,WebBrain Learning to Generate Factually Correct Articles for Queries by   Grounding on Large Web Corpus,4
arxiv,2504.05689v1,Separator Injection Attack Uncovering Dialogue Biases in Large Language   Models Caused by Role Separators,4
arxiv,2311.17946v1,DreamSync Aligning Text-to-Image Generation with Image Understanding   Feedback,4
arxiv,2311.06303v1,MatNexus A Comprehensive Text Mining and Analysis Suite for Materials   Discover,4
arxiv,2310.18364v1,From Heuristic to Analytic Cognitively Motivated Strategies for   Coherent Physical Commonsense Reasoning,4
arxiv,2408.06632v1,EditScribe Non-Visual Image Editing with Natural Language Verification   Loops,4
arxiv,2309.01398v2,Zero-shot information extraction from radiological reports using ChatGPT,4
arxiv,2302.12190v2,MCWDST a Minimum-Cost Weighted Directed Spanning Tree Algorithm for   Real-Time Fake News Mitigation in Social Media,4
arxiv,2407.03645v3,Continual Learning Optimizations for Auto-regressive Decoder of   Multilingual ASR systems,4
arxiv,2502.17717v1,Knowledge Distillation with Training Wheels,4
arxiv,2502.18125v1,HyperG Hypergraph-Enhanced LLMs for Structured Knowledge,4
arxiv,2505.04984v1,Rethinking the Relationship between the Power Law and Hierarchical   Structures,4
arxiv,2311.12022v1,GPQA A Graduate-Level Google-Proof Q&A Benchmark,4
arxiv,2311.01468v1,Remember what you did so you know what to do next,4
arxiv,2505.23038v1,EL4NER Ensemble Learning for Named Entity Recognition via Multiple   Small-Parameter Large Language Models,4
arxiv,2308.03883v1,Generative Benchmark Creation for Table Union Search,4
arxiv,2505.14667v3,SAFEPATH Preventing Harmful Reasoning in Chain-of-Thought via Early   Alignment,4
arxiv,2502.06766v2,Exploiting Sparsity for Long Context Inference Million Token Contexts   on Commodity GPUs,4
arxiv,2304.05302v3,RRHF Rank Responses to Align Language Models with Human Feedback   without tears,4
arxiv,2308.15226v1,CLIPTrans Transferring Visual Knowledge with Pre-trained Models for   Multimodal Machine Translation,4
arxiv,2506.15617v1,The Compositional Architecture of Regret in Large Language Models,4
arxiv,2503.00995v1,Evaluating Polish linguistic and cultural competency in large language   models,4
arxiv,2309.06415v4,Down the Toxicity Rabbit Hole A Novel Framework to Bias Audit Large   Language Models,4
arxiv,2507.04455v1,GradOT Training-free Gradient-preserving Offsite-tuning for Large   Language Models,4
arxiv,2503.23007v1,S2MoE Robust Sparse Mixture of Experts via Stochastic Learning,4
arxiv,2505.16178v1,Understanding Fact Recall in Language Models Why Two-Stage Training   Encourages Memorization but Mixed Training Teaches Knowledge,4
arxiv,2505.15684v2,ThinkLess A Training-Free Inference-Efficient Method for Reducing   Reasoning Redundancy,4
arxiv,2312.01823v1,Exchange-of-Thought Enhancing Large Language Model Capabilities through   Cross-Model Communication,4
arxiv,2502.19187v2,BIG-Bench Extra Hard,4
arxiv,2312.11983v1,Fluctuation-based Adaptive Structured Pruning for Large Language Models,4
arxiv,2505.17076v3,Impact of Frame Rates on Speech Tokenizer A Case Study on Mandarin and   English,4
arxiv,2311.09356v3,LePaRD A Large-Scale Dataset of Judges Citing Precedents,4
arxiv,2312.13871v2,"Evaluating Task-oriented Dialogue Systems A Systematic Review of   Measures, Constructs and their Operationalisations",4
arxiv,2506.22316v1,Evaluating Scoring Bias in LLM-as-a-Judge,4
arxiv,2407.04444v2,TokenVerse Towards Unifying Speech and NLP Tasks via Transducer-based   ASR,4
arxiv,2303.12528v4,MEGA Multilingual Evaluation of Generative AI,4
arxiv,2504.08247v1,Millions of States Designing a Scalable MoE Architecture with RWKV-7   Meta-learner,4
arxiv,2308.04346v1,Unmasking Nationality Bias A Study of Human Perception of Nationalities   in AI-Generated Articles,4
arxiv,2506.03292v1,HyperSteer Activation Steering at Scale with Hypernetworks,4
arxiv,2403.09479v1,Laying the Foundation First Investigating the Generalization from   Atomic Skills to Complex Reasoning Tasks,5
arxiv,2409.04150v1,A Coin Has Two Sides A Novel Detector-Corrector Framework for Chinese   Spelling Correction,5
arxiv,2506.22808v1,MedEthicsQA A Comprehensive Question Answering Benchmark for Medical   Ethics Evaluation of LLMs,5
arxiv,2504.09639v1,Leveraging Reasoning Model Answers to Enhance Non-Reasoning Model   Capability,5
arxiv,2305.04928v5,From Zero to Hero Harnessing Transformers for Biomedical Named Entity   Recognition in Zero- and Few-shot Contexts,5
arxiv,2412.13645v1,On the Role of Model Prior in Real-World Inductive Reasoning,5
arxiv,2406.18321v1,MathOdyssey Benchmarking Mathematical Problem-Solving Skills in Large   Language Models Using Odyssey Math Data,5
arxiv,2410.06682v2,Enhancing Multimodal LLM for Detailed and Accurate Video Captioning   using Multi-Round Preference Optimization,5
arxiv,2505.11861v1,Fair-PP A Synthetic Dataset for Aligning LLM with Personalized   Preferences of Social Equity,5
arxiv,2410.22257v2,FactBench A Dynamic Benchmark for In-the-Wild Language Model Factuality   Evaluation,5
arxiv,2503.19633v1,1.4 Million Open-Source Distilled Reasoning Dataset to Empower Large   Language Model Training,5
arxiv,2305.06311v2,Automatic Evaluation of Attribution by Large Language Models,5
arxiv,2407.17379v2,MMRA A Benchmark for Evaluating Multi-Granularity and Multi-Image   Relational Association Capabilities in Large Visual Language Models,5
arxiv,2507.00082v1,Federated Learning-Enabled Hybrid Language Models for   Communication-Efficient Token Transmission,5
arxiv,2507.08151v1,Distilling Empathy from Large Language Models,5
arxiv,2505.02550v2,Bielik v3 Small Technical Report,5
arxiv,2406.14721v1,1+12 Can Large Language Models Serve as Cross-Lingual Knowledge   Aggregators,5
arxiv,2403.11905v4,Tur[k]ingBench A Challenge Benchmark for Web Agents,5
arxiv,2410.18096v1,$M^3EL$ A Multi-task Multi-topic Dataset for Multi-modal Entity Linking,5
arxiv,2410.01744v3,Leopard A Vision Language Model For Text-Rich Multi-Image Tasks,5
arxiv,2507.05418v1,"Learn Globally, Speak Locally Bridging the Gaps in Multilingual   Reasoning",5
arxiv,2406.13340v2,SD-Eval A Benchmark Dataset for Spoken Dialogue Understanding Beyond   Words,5
arxiv,2505.02177v1,Measuring Hong Kong Massive Multi-Task Language Understanding,5
arxiv,2405.17977v2,Aligning to Thousands of Preferences via System Message Generalization,5
arxiv,2507.06539v2,Large Language Model for Extracting Complex Contract Information in   Industrial Scenes,5
arxiv,2403.02472v8,OffensiveLang A Community Based Implicit Offensive Language Dataset,5
arxiv,2407.21276v3,Knowledge Pyramid Construction for Multi-Level Retrieval-Augmented   Generation,5
arxiv,2407.09818v1,AraFinNLP 2024 The First Arabic Financial NLP Shared Task,5
arxiv,2408.07081v3,MathBridge A Large Corpus Dataset for Translating Spoken Mathematical   Expressions into $LaTeX$ Formulas for Improved Readability,5
arxiv,2407.12877v2,ReFeR Improving Evaluation and Reasoning through Hierarchy of Models,5
arxiv,2403.17848v1,ArabicaQA A Comprehensive Dataset for Arabic Question Answering,5
arxiv,2305.09645v2,StructGPT A General Framework for Large Language Model to Reason over   Structured Data,5
arxiv,2402.01622v4,TravelPlanner A Benchmark for Real-World Planning with Language Agents,5
arxiv,2406.16751v3,Towards Zero-Shot Text-To-Speech for Arabic Dialects,5
arxiv,2505.16429v1,Beyond Static Testbeds An Interaction-Centric Agent Simulation Platform   for Dynamic Recommender Systems,5
arxiv,2305.10892v2,EventNet-ITA Italian Frame Parsing for Events,5
arxiv,2506.22403v2,HyperCLOVA X THINK Technical Report,5
arxiv,2305.13582v3,Translation and Fusion Improves Zero-shot Cross-lingual Information   Extraction,5
arxiv,2412.15270v2,Baichuan4-Finance Technical Report,5
arxiv,2406.14137v2,MACAROON Training Vision-Language Models To Be Your Engaged Partners,5
arxiv,2409.05137v3,READoc A Unified Benchmark for Realistic Document Structured Extraction,5
arxiv,2505.14590v4,MCIP Protecting MCP Safety via Model Contextual Integrity Protocol,5
arxiv,2505.19549v1,Towards Multi-Granularity Memory Association and Selection for Long-Term   Conversational Agents,5
arxiv,2507.04569v1,Nile-Chat Egyptian Language Models for Arabic and Latin Scripts,5
arxiv,2405.17743v5,ORLM A Customizable Framework in Training Large Models for Automated   Optimization Modeling,5
arxiv,2505.17464v1,Hydra Structured Cross-Source Enhanced Large Language Model Reasoning,5
arxiv,2410.13611v1,H2OVL-Mississippi Vision Language Models Technical Report,5
arxiv,2504.10167v1,C-FAITH A Chinese Fine-Grained Benchmark for Automated Hallucination   Evaluation,5
arxiv,2406.16893v1,A Survey on Transformers in NLP with Focus on Efficiency,5
arxiv,2411.02538v3,MILU A Multi-task Indic Language Understanding Benchmark,5
arxiv,2305.13242v3,MAGE Machine-generated Text Detection in the Wild,5
arxiv,2408.04653v1,Batching BPE Tokenization Merges,5
arxiv,2506.12483v1,MALM A Multi-Information Adapter for Large Language Models to Mitigate   Hallucination,5
arxiv,2408.01262v5,RAGEval Scenario Specific RAG Evaluation Dataset Generation Framework,5
arxiv,2406.07967v1,Better than Random Reliable NLG Human Evaluation with Constrained   Active Sampling,5
arxiv,2305.14688v2,ExpertPrompting Instructing Large Language Models to be Distinguished   Experts,5
